Median_Household_Income_2018,Percent of Population Aged 60+,STATE_NAME,anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019)
49991.0,24.8,16,49.1,36.6,8.8,13.6,3.4,227.6,206.5,80.5,6.8,6.3,14.72580744,7.461554076,1.246581751,10.80669791,16.04413491,34.19580011
48778.0,35.3,27,44.2,36.0,8.6,12.8,3.7,239.2,214.5,80.3,6.8,6.2,1.637426734,1.28800457,0.145723145,1.400822488,1.974313574,4.301183143
36976.0,27.9,33,56.7,41.0,11.6,18.0,4.5,255.0,223.5,78.1,7.1,6.2,15.0773266,13.55904588,0.357994611,16.15770319,12.86223494,47.87858281
56383.0,26.8,11,38.0,25.4,6.6,12.2,3.4,314.1,273.7,104.7,9.4,8.4,58.29322115,22.21367893,3.112744819,84.99,69.32931641,237.56
62097.0,19.3,49,38.9,33.1,6.0,9.1,2.7,264.9,238.3,86.4,7.9,7.1,79.88,42.78,6.025434638,84.99,70.31,237.56
60572.0,25.0,13,47.5,32.9,9.8,11.7,3.3,284.4,240.5,87.2,7.0,5.8,4.210012338,2.113913106,0.158628311,8.186747748,5.135485532,18.13961391
43651.0,23.4,42,54.1,39.0,12.4,14.5,3.6,253.1,225.8,77.8,8.1,7.4,37.13185534,7.700273412,0.742895505,23.17187981,16.05946284,65.26498513
54165.0,31.7,50,40.4,29.9,8.5,11.5,3.5,207.9,199.6,76.2,10.6,10.4,4.240469279,2.387117322,0.429977654,1.957139667,5.574882689,8.06578772
33437.0,23.5,24,59.1,43.2,11.2,19.2,4.6,191.3,174.8,61.2,7.1,6.7,7.003553288,0.359242666,0.332383401,3.958384145,3.683076681,11.35139677
35308.0,26.6,36,55.7,39.4,13.1,18.4,4.6,206.7,189.1,68.5,6.2,5.8,4.207247179,4.791277071,0.464991952,4.906595075,8.407054487,17.34233983
43119.0,30.7,25,47.7,32.4,11.0,13.5,3.7,273.1,236.3,79.0,7.0,6.3,1.137800476,0.221433221,0.040623839,1.268995497,0.911039538,3.617852552
50376.0,25.7,37,44.7,33.3,9.6,13.9,3.7,303.4,271.5,101.0,9.2,8.3,12.1285786,6.684861502,0.352138646,14.83023247,11.41852854,35.57177597
50949.0,26.2,16,44.4,36.3,8.4,12.1,3.2,227.6,206.5,80.5,6.8,6.3,4.332413649,2.195230302,0.366751216,3.179390041,4.720272849,10.06059272
73309.0,14.0,10,42.5,33.0,7.0,10.4,2.6,228.7,202.9,71.9,7.0,6.1,75.08662362,42.78,2.261175581,77.62849686,53.19220627,199.420092
39057.0,24.3,0,52.7,36.6,11.1,16.4,3.9,217.1,196.7,71.2,7.6,6.9,7.175207365,1.513100489,0.285650747,6.462494612,5.283124698,17.9366043
48779.0,25.1,10,46.1,30.8,10.1,12.6,3.3,228.7,202.9,71.9,7.0,6.1,7.427004675,5.131805722,0.2236585,7.678427678,5.261373405,19.72513723
55303.0,28.0,15,47.1,34.7,7.3,11.1,3.2,218.2,193.1,77.9,6.9,6.5,10.27211868,4.558853918,0.630650366,6.830264136,11.54945289,21.84294955
37445.0,22.4,36,50.9,37.1,10.1,13.9,3.6,206.7,189.1,68.5,6.2,5.8,1.669647248,1.901419677,0.184532189,1.94718366,3.33634198,6.882312528
65771.0,20.4,16,44.4,36.2,7.5,11.1,2.9,227.6,206.5,80.5,6.8,6.3,3.402427954,1.724007343,0.288025265,2.496909674,3.707030213,7.901009615
54165.0,19.6,10,39.1,32.0,7.0,12.6,3.1,228.7,202.9,71.9,7.0,6.1,79.88,42.78,3.98625169,84.99,70.31,237.56
48192.0,22.7,12,49.1,36.5,9.4,14.8,3.8,192.6,181.6,68.9,5.8,5.5,4.585992083,4.119394051,0.299955878,2.592951919,6.145762646,9.298632203
49609.0,34.1,41,42.2,32.2,6.6,11.3,3.3,240.4,219.1,84.8,9.2,8.6,0.497536371,0.424957069,0.059956814,0.356585264,0.569063798,1.007695229
41201.0,32.3,22,53.9,39.7,13.0,14.8,4.1,287.0,249.7,87.6,7.9,6.7,9.264568576,7.929380752,0.301832098,15.54225701,12.62454673,42.55622982
56408.0,20.8,37,44.0,36.8,7.8,12.0,3.1,303.4,271.5,101.0,9.2,8.3,79.88,42.78,5.049009083,84.99,70.31,237.56
43200.0,18.6,46,39.1,30.1,6.9,9.9,2.9,263.2,231.8,81.7,7.3,6.3,43.17607754,20.2671092,0.925614882,40.95845855,35.95435309,113.3106885
55159.0,30.1,41,42.4,30.5,6.8,11.2,3.4,240.4,219.1,84.8,9.2,8.6,1.573566,1.344018317,0.189626347,1.127777746,1.799786905,3.187053336
68724.0,22.1,46,45.6,35.6,7.8,11.5,3.0,263.2,231.8,81.7,7.3,6.3,8.905335429,4.180217747,0.190913846,8.447937673,7.415809695,23.37103661
64344.0,28.2,47,43.3,34.2,7.8,11.8,3.4,278.8,246.3,91.7,6.9,6.1,4.805620156,3.019138379,0.145576903,5.930676439,6.989273701,17.5910699
35070.0,25.0,18,55.1,41.2,12.3,17.6,4.4,260.3,231.8,75.8,9.1,7.8,19.68216846,6.385881221,1.31547488,20.87275648,14.91981636,62.38514731
63248.0,19.2,16,52.3,42.3,8.8,13.8,3.5,227.6,206.5,80.5,6.8,6.3,2.223731713,1.126762963,0.188245255,1.631910301,2.422811226,5.163878819
60596.0,26.8,14,46.6,35.6,9.9,12.9,3.2,230.8,212.0,74.4,6.5,6.1,4.263696828,1.043389464,0.162991017,3.248707314,4.103175372,10.74999843
42307.0,26.1,9,53.3,37.6,12.8,15.0,3.9,265.2,240.7,80.1,6.9,6.0,12.54782863,6.185592219,0.220297639,11.77120331,8.405826945,29.54526348
45615.0,18.5,3,49.9,37.9,8.2,11.5,2.9,207.6,188.2,75.0,7.0,6.5,47.00611018,7.52818163,3.169760686,32.38198701,60.69371314,131.0047684
40650.0,39.5,22,54.4,36.8,13.4,15.9,4.4,287.0,249.7,87.6,7.9,6.7,4.096803544,3.506381857,0.133470523,6.872805041,5.582589988,18.81841682
35906.0,25.2,17,57.1,39.1,15.2,16.9,4.1,230.9,214.6,72.9,8.3,7.6,6.585804053,2.21322522,0.235688284,4.433184391,4.264835617,14.4914625
51751.0,21.0,32,40.9,31.3,8.2,9.9,2.8,375.1,304.1,94.8,10.2,7.4,30.86119143,21.76263385,0.406229306,50.70524832,15.85762592,119.6859211
122035.0,18.0,46,27.5,22.2,4.3,8.4,2.3,263.2,231.8,81.7,7.3,6.3,79.88,42.78,12.97022841,84.99,70.31,237.56
45512.0,24.0,17,56.2,41.2,12.4,16.4,3.5,230.9,214.6,72.9,8.3,7.6,29.59212533,9.944729234,1.05902289,19.91971627,19.16327134,65.11477884
42469.0,27.0,43,50.3,37.6,10.0,15.4,3.9,224.8,199.9,66.5,6.2,5.4,1.352798052,0.798424143,0.071465998,1.483978469,1.313443927,4.632035188
51258.0,26.3,13,49.9,34.0,9.9,11.9,3.4,284.4,240.5,87.2,7.0,5.8,13.57269337,6.815061831,0.511403115,26.39332333,16.556334,58.48045032
42053.0,23.4,25,50.4,33.9,12.5,13.5,3.7,273.1,236.3,79.0,7.0,6.3,2.769763315,0.539037929,0.098891169,3.089133156,2.217756052,8.806988123
36779.0,17.5,10,50.4,37.2,11.8,16.8,4.1,228.7,202.9,71.9,7.0,6.1,3.79772327,2.62409664,0.114365498,3.926285865,2.690349756,10.08624822
43031.0,22.3,46,50.6,39.4,9.4,15.7,3.9,263.2,231.8,81.7,7.3,6.3,5.907624666,2.773074374,0.126648497,5.604195976,4.919502541,15.5038868
50131.0,21.8,43,50.9,35.9,8.7,14.2,3.5,224.8,199.9,66.5,6.2,5.4,23.01550301,13.58379637,1.215869502,25.24730936,22.3459611,78.80601223
37338.0,26.8,36,58.2,41.9,12.2,16.5,4.2,206.7,189.1,68.5,6.2,5.8,1.756270417,2.00006746,0.194105926,2.04820573,3.509435139,7.239374611
74686.0,23.9,10,40.6,29.9,7.3,12.4,3.0,228.7,202.9,71.9,7.0,6.1,15.77998189,10.90342674,0.475201947,16.31417442,11.17871614,41.90953446
54915.0,24.8,13,45.5,33.7,8.8,11.2,3.2,284.4,240.5,87.2,7.0,5.8,13.33079684,6.693601798,0.502288738,25.92293377,16.26126215,57.43819456
44688.0,25.8,42,49.1,34.9,12.8,14.9,3.7,253.1,225.8,77.8,8.1,7.4,7.015606181,1.454871706,0.140360945,4.378040948,3.034237468,12.33101413
54984.0,28.4,34,43.7,32.6,7.0,11.1,3.2,237.6,217.1,79.6,10.5,9.7,6.33842887,3.148409964,0.540916249,4.868246243,8.141483034,12.52429162
37812.0,35.9,43,53.1,37.9,9.6,18.7,4.6,224.8,199.9,66.5,6.2,5.4,0.665016482,0.392494071,0.035131679,0.729502929,0.645670548,2.277043305
33085.0,31.6,31,48.1,32.7,9.7,16.5,4.6,244.8,213.8,82.1,7.7,7.3,4.025223487,2.095321815,0.161481568,3.855864768,4.470282443,11.39823559
48323.0,21.6,10,45.3,32.8,9.1,13.6,3.4,228.7,202.9,71.9,7.0,6.1,8.696726785,6.00914019,0.261895199,8.991133113,6.160858788,23.09735039
75534.0,22.3,14,42.9,31.6,8.2,11.5,2.8,230.8,212.0,74.4,6.5,6.1,32.2844874,7.900489967,1.234159379,24.59904036,31.06902741,81.39842089
65379.0,16.0,44,39.9,30.4,5.9,9.3,2.6,216.2,199.9,62.2,5.8,5.4,4.412028389,2.916983144,0.197389837,3.549361695,3.84544645,13.51023772
46633.0,17.1,4,46.0,36.4,6.1,14.2,3.8,279.6,243.8,87.1,7.2,6.2,70.85163662,36.39109946,1.650171114,84.99,69.858776,237.56
69114.0,20.4,36,43.5,32.3,8.1,11.4,3.0,206.7,189.1,68.5,6.2,5.8,13.56455729,15.44752413,1.499177419,15.81932013,27.10512774,55.91332104
47441.0,33.8,22,48.8,37.6,11.0,13.4,3.7,287.0,249.7,87.6,7.9,6.7,4.022517198,3.442801484,0.131050334,6.748182132,5.481362236,18.47718703
58261.0,34.8,34,48.6,34.2,8.1,13.0,3.7,237.6,217.1,79.6,10.5,9.7,2.379165532,1.181773689,0.203036008,1.827324074,3.055952226,4.701064497
44171.0,25.0,5,37.2,26.4,7.1,11.6,3.6,285.7,262.5,88.9,7.8,7.1,5.718266005,4.438322526,0.175794706,4.943979209,5.378527921,14.39738892
36311.0,26.4,24,55.3,41.0,11.1,18.1,4.4,191.3,174.8,61.2,7.1,6.7,7.00075941,0.359099356,0.332250806,3.956805055,3.681607417,11.34686844
75027.0,21.4,48,46.5,35.4,9.8,12.6,2.9,263.4,231.6,89.4,10.5,9.2,29.63507237,21.0151044,1.761745279,30.70470343,39.04153376,88.18164314
48792.0,33.7,35,54.3,38.6,12.5,16.7,4.0,292.7,248.6,83.7,8.3,7.1,7.415564062,2.745686578,0.238221465,9.708138678,6.638274436,27.97505886
46220.0,46.2,27,43.4,34.3,8.2,12.5,3.8,239.2,214.5,80.3,6.8,6.2,0.369409538,0.290578603,0.032875681,0.316030743,0.445412457,0.970362853
59901.0,24.4,13,46.3,32.5,9.2,10.8,3.2,284.4,240.5,87.2,7.0,5.8,5.732675017,2.878465876,0.216000449,11.14770231,6.992870149,24.70028663
48056.0,26.2,42,51.3,35.1,12.0,14.3,3.6,253.1,225.8,77.8,8.1,7.4,15.69532807,3.254841869,0.314015784,9.794561899,6.788202085,27.5869693
42435.0,21.7,24,53.6,41.3,9.8,14.8,3.6,191.3,174.8,61.2,7.1,6.7,47.81791778,2.452788688,2.269402618,27.02652208,25.14681487,77.50353789
42701.0,22.0,31,43.4,31.2,7.5,11.8,3.5,244.8,213.8,82.1,7.7,7.3,32.57099838,16.95476628,1.306664319,31.20059434,36.17229272,92.23137898
37586.0,24.7,0,56.0,41.9,11.1,18.0,4.2,217.1,196.7,71.2,7.6,6.9,10.34861722,2.182305957,0.411986732,9.320689928,7.619715005,25.86950351
58992.0,27.9,21,39.0,29.2,7.3,10.0,3.1,449.5,353.7,114.6,9.6,7.3,64.40200465,22.26927555,0.771096799,84.99,20.26442388,213.0489049
53395.0,24.4,2,40.4,28.7,7.0,10.8,3.4,242.0,224.0,73.2,6.9,6.1,79.88,42.78,12.02555996,84.99,70.31,237.56
33143.0,17.0,24,55.9,44.5,8.8,16.7,3.8,191.3,174.8,61.2,7.1,6.7,6.945580322,0.356268981,0.329632048,3.925618025,3.65258946,11.25743388
47892.0,13.5,33,45.5,36.6,7.7,13.0,3.2,255.0,223.5,78.1,7.1,6.2,24.87781602,22.37262997,0.590696501,26.66045368,21.22288142,79.00038291
48260.0,36.6,27,47.2,36.2,8.0,11.8,3.4,239.2,214.5,80.3,6.8,6.2,0.736652451,0.579452932,0.065558543,0.630207934,0.888212524,1.935034428
89678.0,23.6,21,39.3,27.9,6.2,9.3,2.8,449.5,353.7,114.6,9.6,7.3,79.88,42.78,5.63011607,84.99,70.31,237.56
65163.0,26.6,29,34.0,26.2,7.6,9.7,2.8,315.1,287.6,99.6,9.7,8.6,67.11818869,34.48577545,1.853362212,57.52042009,38.45726591,148.136594
47865.0,21.4,35,48.0,37.3,9.5,12.6,3.3,292.7,248.6,83.7,8.3,7.1,79.88,42.78,7.134678114,84.99,70.31,237.56
54473.0,19.3,14,46.6,38.0,8.7,12.4,3.0,230.8,212.0,74.4,6.5,6.1,79.88,42.78,7.403950281,84.99,70.31,237.56
47380.0,22.8,22,51.5,40.1,10.0,12.6,3.4,287.0,249.7,87.6,7.9,6.7,16.58929073,14.19848118,0.54046558,27.83022415,22.60572354,76.20189357
71888.0,17.5,34,43.8,38.3,5.8,8.7,2.6,237.6,217.1,79.6,10.5,9.7,18.63709729,9.257376555,1.590474386,14.31426948,23.93867858,36.82559925
58057.0,20.2,25,44.7,33.2,8.4,10.4,2.8,273.1,236.3,79.0,7.0,6.3,48.51436215,9.441630327,1.732148722,54.10835064,38.84556477,154.2606218
56946.0,23.7,16,49.5,39.9,8.2,12.6,3.2,227.6,206.5,80.5,6.8,6.3,12.96904247,6.571402762,1.097866567,9.517476357,14.1300956,30.11629655
36423.0,26.3,18,54.5,40.4,11.5,15.5,3.9,260.3,231.8,75.8,9.1,7.8,12.19139833,3.955500219,0.814822731,12.92886447,9.241533758,38.64219445
59362.0,24.6,10,45.7,33.4,8.9,13.6,3.4,228.7,202.9,71.9,7.0,6.1,12.59652216,8.703765159,0.37933452,13.02294649,8.923517571,33.45468857
44837.0,24.8,48,59.3,39.9,15.5,17.2,4.0,263.4,231.6,89.4,10.5,9.2,3.04117991,2.156590425,0.180792012,3.150946489,4.006480116,9.049285869
50197.0,32.1,26,42.4,32.4,7.9,12.4,3.7,247.1,236.2,88.0,9.8,9.4,0.926106909,0.71846786,0.102900768,0.632104716,1.078620547,2.116815792
55404.0,28.8,41,40.9,32.9,6.4,10.6,3.2,240.4,219.1,84.8,9.2,8.6,2.325231939,1.9860332,0.280207654,1.666498155,2.659514755,4.709454964
47682.0,39.6,12,41.8,29.6,9.5,14.6,4.1,192.6,181.6,68.9,5.8,5.5,1.678615079,1.507825754,0.109793137,0.949100677,2.249539393,3.40358726
40569.0,34.6,12,39.8,27.4,9.6,14.2,4.1,192.6,181.6,68.9,5.8,5.5,6.476395046,5.817459503,0.42360142,3.661798943,8.67912243,13.13164402
53168.0,23.1,5,38.4,29.1,7.0,9.4,3.1,285.7,262.5,88.9,7.8,7.1,10.94247383,8.493173986,0.33640075,9.460798615,10.29235103,27.55084343
53050.0,29.2,49,45.8,35.0,8.2,11.6,3.5,264.9,238.3,86.4,7.9,7.1,9.089677286,5.499837621,0.397542611,9.12255675,9.7921022,27.49022098
44340.0,23.5,25,47.5,35.6,10.3,12.3,3.3,273.1,236.3,79.0,7.0,6.3,14.20744682,2.764984529,0.50726032,15.84564818,11.37593635,45.17527355
42186.0,26.5,9,51.0,32.4,12.0,13.7,3.8,265.2,240.7,80.1,6.9,6.0,10.59395826,5.222410006,0.185994251,9.938264241,7.096923494,24.94465754
42640.0,12.5,46,40.0,30.5,6.2,8.5,2.4,263.2,231.8,81.7,7.3,6.3,28.40675301,13.33429987,0.608988006,26.94771925,23.65537784,74.55028168
46345.0,27.6,46,45.7,32.5,10.0,12.9,3.5,263.2,231.8,81.7,7.3,6.3,15.11683186,7.095931348,0.324076788,14.34039789,12.58835775,39.67240019
45972.0,33.0,37,46.2,31.9,9.9,13.5,3.8,303.4,271.5,101.0,9.2,8.3,8.024554771,4.422862649,0.232983266,9.81203294,7.554768842,23.53512923
51141.0,20.1,25,48.6,36.6,10.6,12.4,3.3,273.1,236.3,79.0,7.0,6.3,21.81286216,4.245113648,0.778802805,24.3280122,17.46561044,69.35813502
35840.0,22.5,18,58.2,43.4,12.6,17.8,4.4,260.3,231.8,75.8,9.1,7.8,9.928846874,3.221415208,0.663603133,10.52944971,7.526435533,31.47074857
55434.0,20.2,14,45.2,32.0,11.5,13.2,3.3,230.8,212.0,74.4,6.5,6.1,17.10380718,4.185553741,0.653837981,13.03217976,16.45987584,43.12358683
54635.0,26.9,27,42.4,37.4,7.3,11.1,3.2,239.2,214.5,80.3,6.8,6.2,3.092315324,2.432424111,0.275201268,2.645483157,3.728533309,8.122876137
35025.0,40.6,25,54.9,37.7,13.8,17.0,4.5,273.1,236.3,79.0,7.0,6.3,5.303600355,1.032161029,0.189358865,5.915136363,4.246605376,16.86380388
67569.0,17.0,26,25.7,22.8,4.6,6.8,2.2,247.1,236.2,88.0,9.8,9.4,53.0784511,41.17792536,5.897605678,36.22814917,61.81954523,121.322174
62191.0,22.3,22,44.8,33.8,8.3,11.7,3.0,287.0,249.7,87.6,7.9,6.7,79.88,42.78,12.60167739,84.99,70.31,237.56
43302.0,27.1,33,54.8,38.8,11.8,18.1,4.6,255.0,223.5,78.1,7.1,6.2,4.377830564,3.93698479,0.103946793,4.691527136,3.734659781,13.90195548
54440.0,29.8,42,50.2,34.7,11.5,14.2,3.6,253.1,225.8,77.8,8.1,7.4,45.11791268,9.356393861,0.902672226,28.15552414,19.51341874,79.30171743
49332.0,21.4,16,48.8,35.1,8.3,11.8,3.1,227.6,206.5,80.5,6.8,6.3,9.132358007,4.627358016,0.773080245,6.701882703,9.94993208,21.20687033
39686.0,38.9,3,48.9,32.5,11.4,14.5,4.0,207.6,188.2,75.0,7.0,6.5,18.02121722,2.886156628,1.215223843,12.41461631,23.26877473,50.22464908
51241.0,22.7,10,48.4,34.8,11.5,15.9,4.0,228.7,202.9,71.9,7.0,6.1,6.426423372,4.44043833,0.193526768,6.643974153,4.552550389,17.06772629
36096.0,23.2,10,52.7,38.0,12.1,18.8,4.6,228.7,202.9,71.9,7.0,6.1,10.34498537,7.148030391,0.311531231,10.69518945,7.328503656,27.47490611
57197.0,26.4,13,46.2,34.4,8.9,11.9,3.3,284.4,240.5,87.2,7.0,5.8,21.66785218,10.87976781,0.816419173,42.13508792,26.431025,93.35993369
72111.0,20.5,46,44.6,34.8,7.7,11.7,3.0,263.2,231.8,81.7,7.3,6.3,27.26381664,12.7977987,0.584485573,25.86348662,22.70361149,71.55077559
57120.0,15.7,16,34.9,30.2,5.3,7.9,2.3,227.6,206.5,80.5,6.8,6.3,68.48619941,34.70189885,5.797552812,50.25936071,70.31,159.0364667
53409.0,26.5,13,45.1,33.2,9.4,11.3,3.3,284.4,240.5,87.2,7.0,5.8,17.65065591,8.862670668,0.665055945,34.32328837,21.53074166,76.05110336
46764.0,19.6,43,47.6,36.6,7.7,13.5,3.3,224.8,199.9,66.5,6.2,5.4,7.926389401,4.678171037,0.418737541,8.695008979,7.695803528,27.14027757
51292.0,27.0,22,47.6,35.4,10.1,11.9,3.4,287.0,249.7,87.6,7.9,6.7,10.90638526,9.334582677,0.355321149,18.29657165,14.86180055,50.09781446
52320.0,21.3,15,38.9,32.6,6.5,9.6,2.8,218.2,193.1,77.9,6.9,6.5,79.88,35.78543571,4.950388528,53.6152249,70.31,171.4596433
37731.0,22.1,18,52.1,40.2,11.7,15.7,4.0,260.3,231.8,75.8,9.1,7.8,20.52631321,6.659764059,1.37189403,21.76796414,15.55970951,65.06077196
48390.0,28.6,26,42.2,33.5,7.8,12.3,3.5,247.1,236.2,88.0,9.8,9.4,3.528410391,2.737318378,0.392045599,2.408280108,4.109477975,8.064938036
52270.0,24.4,40,47.4,35.5,8.7,14.6,3.5,229.5,205.0,72.3,7.0,6.2,27.36372085,13.53349513,0.890191767,27.57014213,30.20201344,83.23938092
54609.0,30.6,41,42.7,32.3,6.4,11.0,3.2,240.4,219.1,84.8,9.2,8.6,2.637264448,2.252547224,0.317809881,1.890132448,3.01640606,5.341436239
48368.0,29.1,26,39.0,29.0,7.9,11.5,3.5,247.1,236.2,88.0,9.8,9.4,2.923499372,2.268032251,0.324833264,1.995404333,3.404948673,6.682284278
59251.0,19.1,14,44.2,35.4,9.6,12.6,3.1,230.8,212.0,74.4,6.5,6.1,79.88,25.95657004,4.054754136,80.81862222,70.31,237.56
